"DATEOFDATA"	"SOURCESYSTEM"	"ACCOUNTID"	"COLLATERALID"	"SECURITYCODE"	"SECURITYVALUE"	"VALUATIONDATE"	"SECURITYCHARGESTATUS"	"VALUATIONEXPIRYDATE"	"CUSTOMERID"	"CARATVALUE"	"GOLDWEIGHTNETGMS"	"SECURITY_ID"	"CHARGE_TYPE_CODE"	"VALUATION_SOURCE"	"COLLATERAL_TYPE"
"2024-06-02"	"MIFIN"	"RB00025517"	""	""	46107.46	""	""	""	"AP00008606"	22	8.54	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025333"	""	""	55555.71	""	""	""	"AP00008836"	22	10.29	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025560"	""	""	52370.3	""	""	""	"AP00009017"	22	9.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025111"	""	""	97902	""	""	""	"AP00008652"	19	21	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025394"	""	""	75586	""	""	""	"AP00008889"	22	14	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025189"	""	""	57016.71	""	""	""	"AP00008716"	20	11.61	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025546"	""	""	42814.07	""	""	""	"AP00009005"	22	7.93	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025796"	""	""	101025.54	""	""	""	"AP00009216"	19	21.67	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025713"	""	""	24835.4	""	""	""	"AP00009149"	22	4.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026218"	""	""	17168.82	""	""	""	"AP00009567"	22	3.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025197"	""	""	19978.4	""	""	""	"AP00008723"	18	4.52	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024943"	""	""	58391.79	""	""	""	"AP00008368"	20	11.89	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025520"	""	""	67378.92	""	""	""	"AP00008984"	20	13.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025857"	""	""	22144.5	""	""	""	"AP00009267"	19	4.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025565"	""	""	94482.5	""	""	""	"AP00009022"	22	17.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024949"	""	""	203542.3	""	""	""	"AP00008514"	22	37.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025457"	""	""	15244.74	""	""	""	"AP00008862"	19	3.27	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026301"	""	""	21143.7	""	""	""	"AP00008285"	21	4.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025752"	""	""	44755.2	""	""	""	"AP00008981"	19	9.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025328"	""	""	49601.1	""	""	""	"AP00008832"	20	10.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025696"	""	""	186838.11	""	""	""	"AP00009136"	21	36.23	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025100"	""	""	49508.83	""	""	""	"AP00008641"	22	9.17	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025049"	""	""	198845.17	""	""	""	"AP00008600"	22	36.83	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025097"	""	""	244520.71	""	""	""	"AP00008637"	22	45.29	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025272"	""	""	33813	""	""	""	"AP00008785"	18	7.65	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025626"	""	""	46485.39	""	""	""	"AP00009079"	22	8.61	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025150"	""	""	59815.98	""	""	""	"AP00008684"	20	12.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025577"	""	""	34391.63	""	""	""	"AP00009032"	22	6.37	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025539"	""	""	119023.56	""	""	""	"AP00008998"	21	23.08	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025402"	""	""	54961.82	""	""	""	"AP00008897"	22	10.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025452"	""	""	60491.61	""	""	""	"AP00008933"	21	11.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025581"	""	""	6033.69	""	""	""	"AP00009036"	21	1.17	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025345"	""	""	72778.52	""	""	""	"AP00008845"	22	13.48	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025058"	""	""	78717.42	""	""	""	"AP00008606"	22	14.58	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025152"	""	""	73480.39	""	""	""	"AP00008685"	22	13.61	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025349"	""	""	82615.14	""	""	""	"AP00008849"	21	16.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025924"	""	""	24295.5	""	""	""	"AP00009327"	22	4.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025486"	""	""	23701.61	""	""	""	"AP00008960"	22	4.39	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025155"	""	""	28818.4	""	""	""	"AP00008688"	18	6.52	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025669"	""	""	33100.14	""	""	""	"AP00009114"	20	6.74	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025372"	""	""	26829.4	""	""	""	"AP00008869"	18	6.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025680"	""	""	52964.19	""	""	""	"AP00009122"	22	9.81	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025979"	""	""	66947.6	""	""	""	"AP00009376"	22	12.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026003"	""	""	56083.62	""	""	""	"AP00008809"	20	11.42	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025968"	""	""	51260.58	""	""	""	"AP00009364"	21	9.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025167"	""	""	40073.76	""	""	""	"AP00008697"	20	8.16	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025282"	""	""	37253.1	""	""	""	"AP00008793"	22	6.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025855"	""	""	59423.1	""	""	""	"AP00009265"	20	12.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025607"	""	""	106846.21	""	""	""	"AP00009062"	22	19.79	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025704"	""	""	75639.99	""	""	""	"AP00009141"	22	14.01	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024832"	""	""	702949.8	""	""	""	"AP00008416"	22	130.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025923"	""	""	36244	""	""	""	"AP00009326"	18	8.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024845"	""	""	159867	""	""	""	"AP00008427"	21	31	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025037"	""	""	59625.8	""	""	""	"AP00008588"	18	13.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025914"	""	""	47249.8	""	""	""	"AP00009318"	18	10.69	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026373"	""	""	68945.23	""	""	""	"AP00009692"	22	12.77	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025490"	""	""	103012.92	""	""	""	"AP00008964"	22	19.08	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025969"	""	""	39868.4	""	""	""	"AP00009365"	18	9.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025350"	""	""	26995	""	""	""	"AP00008850"	22	5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025082"	""	""	37037.14	""	""	""	"AP00008625"	22	6.86	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025059"	""	""	223450.5	""	""	""	"AP00008607"	20	45.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025588"	""	""	52400.37	""	""	""	"AP00009043"	20	10.67	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025560"	""	""	415723	""	""	""	"AP00009017"	22	77	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025207"	""	""	118670.02	""	""	""	"AP00008729"	22	21.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025445"	""	""	12277.5	""	""	""	"AP00008927"	20	2.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025318"	""	""	27264.95	""	""	""	"AP00008825"	22	5.05	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025546"	""	""	138862.28	""	""	""	"AP00009005"	22	25.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025796"	""	""	11884.62	""	""	""	"AP00009216"	20	2.42	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026144"	""	""	156031.1	""	""	""	"AP00009505"	22	28.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026218"	""	""	18788.52	""	""	""	"AP00009567"	22	3.48	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025197"	""	""	33017.4	""	""	""	"AP00008723"	18	7.47	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025003"	""	""	57529.08	""	""	""	"AP00008561"	19	12.34	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026137"	""	""	10214.88	""	""	""	"AP00009499"	20	2.08	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025857"	""	""	41464.32	""	""	""	"AP00009267"	22	7.68	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025565"	""	""	224004.51	""	""	""	"AP00009022"	22	41.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024979"	""	""	48373.35	""	""	""	"AP00008541"	20	9.85	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025457"	""	""	30942	""	""	""	"AP00008862"	21	6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026301"	""	""	114998.7	""	""	""	"AP00008285"	22	21.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025751"	""	""	94527.81	""	""	""	"AP00009183"	21	18.33	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025328"	""	""	56476.5	""	""	""	"AP00008832"	20	11.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025792"	""	""	42544.12	""	""	""	"AP00009212"	22	7.88	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025100"	""	""	58741.12	""	""	""	"AP00008641"	22	10.88	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025406"	""	""	52910.2	""	""	""	"AP00008900"	22	9.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026196"	""	""	68459.34	""	""	""	"AP00008691"	20	13.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025272"	""	""	64355.2	""	""	""	"AP00008785"	18	14.56	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025685"	""	""	44730.4	""	""	""	"AP00009126"	18	10.12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025409"	""	""	52547.7	""	""	""	"AP00008755"	20	10.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025658"	""	""	11515.14	""	""	""	"AP00009105"	19	2.47	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025583"	""	""	29466	""	""	""	"AP00009038"	20	6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025570"	""	""	48159.08	""	""	""	"AP00009027"	22	8.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025689"	""	""	8054.04	""	""	""	"AP00009129"	20	1.64	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025581"	""	""	30529.44	""	""	""	"AP00009036"	21	5.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025469"	""	""	93294.72	""	""	""	"AP00008945"	22	17.28	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025058"	""	""	91890.98	""	""	""	"AP00008606"	22	17.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025152"	""	""	454055.9	""	""	""	"AP00008685"	22	84.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025349"	""	""	179463.6	""	""	""	"AP00008849"	21	34.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025924"	""	""	37253.1	""	""	""	"AP00009327"	22	6.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025697"	""	""	82928.64	""	""	""	"AP00009137"	22	15.36	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025155"	""	""	69747.6	""	""	""	"AP00008688"	18	15.78	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025776"	""	""	15715.2	""	""	""	"AP00009201"	20	3.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025372"	""	""	30180.41	""	""	""	"AP00008869"	22	5.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025733"	""	""	38522.79	""	""	""	"AP00009167"	21	7.47	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026132"	""	""	123043.21	""	""	""	"AP00009494"	22	22.79	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026003"	""	""	33689.76	""	""	""	"AP00008809"	22	6.24	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026021"	""	""	178432.2	""	""	""	"AP00009407"	21	34.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025167"	""	""	99840.63	""	""	""	"AP00008697"	20	20.33	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025282"	""	""	50210.7	""	""	""	"AP00008793"	22	9.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025885"	""	""	36829.8	""	""	""	"AP00009289"	19	7.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025607"	""	""	217579.7	""	""	""	"AP00009062"	22	40.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025704"	""	""	87031.88	""	""	""	"AP00009141"	22	16.12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024832"	""	""	768817.6	""	""	""	"AP00008416"	22	142.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025952"	""	""	13065.58	""	""	""	"AP00009350"	22	2.42	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024871"	""	""	105658.43	""	""	""	"AP00008445"	22	19.57	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025037"	""	""	183430	""	""	""	"AP00008588"	18	41.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026073"	""	""	14674.4	""	""	""	"AP00009448"	18	3.32	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025610"	""	""	51830.4	""	""	""	"AP00009064"	22	9.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025974"	""	""	8398	""	""	""	"AP00009371"	18	1.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025355"	""	""	11934	""	""	""	"AP00008854"	18	2.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025082"	""	""	132923.38	""	""	""	"AP00008625"	22	24.62	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025086"	""	""	52910.2	""	""	""	"AP00008627"	22	9.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025591"	""	""	78231.51	""	""	""	"AP00009046"	22	14.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025560"	""	""	977219	""	""	""	"AP00009017"	22	181	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025227"	""	""	107872.02	""	""	""	"AP00008744"	22	19.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025445"	""	""	17276.8	""	""	""	"AP00008927"	22	3.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025318"	""	""	51776.41	""	""	""	"AP00008825"	22	9.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025633"	""	""	155923.12	""	""	""	"AP00009084"	22	28.88	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025796"	""	""	52793.25	""	""	""	"AP00009216"	20	10.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026144"	""	""	188965	""	""	""	"AP00009505"	22	35	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026218"	""	""	35957.34	""	""	""	"AP00009567"	22	6.66	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025197"	""	""	60023.6	""	""	""	"AP00008723"	18	13.58	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025003"	""	""	202330.8	""	""	""	"AP00008561"	19	43.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026137"	""	""	19545.78	""	""	""	"AP00009499"	20	3.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025891"	""	""	111725.25	""	""	""	"AP00009295"	20	22.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025565"	""	""	272973.44	""	""	""	"AP00009022"	22	50.56	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025161"	""	""	106900.2	""	""	""	"AP00008568"	22	19.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025470"	""	""	8692.47	""	""	""	"AP00008946"	20	1.77	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026301"	""	""	142371.63	""	""	""	"AP00008285"	22	26.37	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025846"	""	""	143613.4	""	""	""	"AP00009259"	22	26.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025376"	""	""	74074.28	""	""	""	"AP00008873"	22	13.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025868"	""	""	9044.28	""	""	""	"AP00009274"	19	1.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025100"	""	""	464583.95	""	""	""	"AP00008641"	22	86.05	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025622"	""	""	20979	""	""	""	"AP00009075"	19	4.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026196"	""	""	98220	""	""	""	"AP00008691"	20	20	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025567"	""	""	85915.62	""	""	""	"AP00009024"	21	16.66	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025722"	""	""	46946.34	""	""	""	"AP00009156"	19	10.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025409"	""	""	59928.9	""	""	""	"AP00008755"	22	11.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025658"	""	""	23916.06	""	""	""	"AP00009105"	19	5.13	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025583"	""	""	20009.16	""	""	""	"AP00009038"	21	3.88	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025574"	""	""	72339.03	""	""	""	"AP00009030"	20	14.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025689"	""	""	18072.48	""	""	""	"AP00009129"	20	3.68	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025581"	""	""	14253.36	""	""	""	"AP00009036"	22	2.64	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025608"	""	""	110517.53	""	""	""	"AP00009063"	22	20.47	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025058"	""	""	189990.81	""	""	""	"AP00008606"	22	35.19	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025235"	""	""	14880.33	""	""	""	"AP00008751"	20	3.03	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025349"	""	""	294413.13	""	""	""	"AP00008849"	21	57.09	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026237"	""	""	143073.5	""	""	""	"AP00009580"	22	26.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025888"	""	""	31870.26	""	""	""	"AP00009292"	21	6.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025155"	""	""	83487	""	""	""	"AP00008688"	20	17	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025776"	""	""	24555	""	""	""	"AP00009201"	20	5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025390"	""	""	22148.61	""	""	""	"AP00008886"	20	4.51	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025838"	""	""	96426.14	""	""	""	"AP00009252"	22	17.86	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026203"	""	""	44002.56	""	""	""	"AP00009553"	20	8.96	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025415"	""	""	193493.4	""	""	""	"AP00008907"	20	39.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026021"	""	""	47511.2	""	""	""	"AP00009407"	22	8.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025167"	""	""	38332.9	""	""	""	"AP00008697"	22	7.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025282"	""	""	102581	""	""	""	"AP00008793"	22	19	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025980"	""	""	4420	""	""	""	"AP00009377"	18	1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025737"	""	""	160350.3	""	""	""	"AP00009171"	22	29.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025759"	""	""	217115.31	""	""	""	"AP00009188"	20	44.21	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024930"	""	""	77961.56	""	""	""	"AP00008498"	22	14.44	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025952"	""	""	33041.88	""	""	""	"AP00009350"	22	6.12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024871"	""	""	117644.21	""	""	""	"AP00008445"	22	21.79	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025301"	""	""	80553.08	""	""	""	"AP00008810"	22	14.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026073"	""	""	28951	""	""	""	"AP00009448"	18	6.55	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025867"	""	""	41256	""	""	""	"AP00009273"	21	8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025974"	""	""	8928.4	""	""	""	"AP00009371"	18	2.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025355"	""	""	51714	""	""	""	"AP00008854"	18	11.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025360"	""	""	54904.98	""	""	""	"AP00008858"	20	11.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026000"	""	""	17533.8	""	""	""	"AP00008697"	21	3.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025684"	""	""	44289	""	""	""	"AP00009125"	19	9.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025602"	""	""	86761.93	""	""	""	"AP00009057"	22	16.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025687"	""	""	80823.03	""	""	""	"AP00008758"	22	14.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025445"	""	""	47511.2	""	""	""	"AP00008927"	22	8.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025405"	""	""	62790.37	""	""	""	"AP00008899"	22	11.63	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026181"	""	""	43461.95	""	""	""	"AP00009535"	22	8.05	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025796"	""	""	207587.97	""	""	""	"AP00009216"	20	42.27	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026157"	""	""	131789.59	""	""	""	"AP00009517"	22	24.41	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026404"	""	""	49455.63	""	""	""	"AP00009579"	21	9.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025197"	""	""	140202.4	""	""	""	"AP00008723"	18	31.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025003"	""	""	74548.98	""	""	""	"AP00008561"	20	15.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026137"	""	""	20524.86	""	""	""	"AP00009499"	21	3.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025891"	""	""	130190.61	""	""	""	"AP00009295"	20	26.51	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025565"	""	""	734048.04	""	""	""	"AP00009022"	22	135.96	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025055"	""	""	127956.3	""	""	""	"AP00008603"	22	23.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025470"	""	""	9772.89	""	""	""	"AP00008946"	20	1.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026301"	""	""	402279.49	""	""	""	"AP00008285"	22	74.51	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025946"	""	""	42058.21	""	""	""	"AP00009346"	22	7.79	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025749"	""	""	91626.6	""	""	""	"AP00008953"	18	20.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025868"	""	""	17237.61	""	""	""	"AP00009274"	20	3.51	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025104"	""	""	207735.3	""	""	""	"AP00008645"	20	42.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025622"	""	""	73659.6	""	""	""	"AP00009075"	19	15.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026196"	""	""	45891.5	""	""	""	"AP00008691"	22	8.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025567"	""	""	123355.44	""	""	""	"AP00009024"	21	23.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025944"	""	""	49346.86	""	""	""	"AP00009344"	22	9.14	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025330"	""	""	105766.41	""	""	""	"AP00008834"	22	19.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025658"	""	""	16795.62	""	""	""	"AP00009105"	20	3.42	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025583"	""	""	108967.41	""	""	""	"AP00009038"	21	21.13	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025574"	""	""	25645.25	""	""	""	"AP00009030"	22	4.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025689"	""	""	22345.05	""	""	""	"AP00009129"	20	4.55	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025581"	""	""	14901.24	""	""	""	"AP00009036"	22	2.76	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025608"	""	""	278426.43	""	""	""	"AP00009063"	22	51.57	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025105"	""	""	25375.3	""	""	""	"AP00008646"	22	4.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025235"	""	""	8692.39	""	""	""	"AP00008751"	22	1.61	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025410"	""	""	123974.28	""	""	""	"AP00008902"	21	24.04	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026337"	""	""	25967.34	""	""	""	"AP00009665"	19	5.57	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025888"	""	""	52807.68	""	""	""	"AP00009292"	21	10.24	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025277"	""	""	86330.01	""	""	""	"AP00008788"	22	15.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025880"	""	""	219636.63	""	""	""	"AP00009284"	21	42.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025390"	""	""	22394.16	""	""	""	"AP00008886"	20	4.56	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026071"	""	""	27108.72	""	""	""	"AP00009446"	20	5.52	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026281"	""	""	45135.64	""	""	""	"AP00009619"	22	8.36	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025462"	""	""	101117.49	""	""	""	"AP00008939"	20	20.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026039"	""	""	37470.93	""	""	""	"AP00009419"	20	7.63	""	""	""	""
